date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),medianTxValue(USD),activeAddresses,paymentCount,blockCount
2019-01-01,53089992.30069599,5802132,2332143481.699248,2.57,675099229.0,2.57,54270,1638980,172266
2019-01-02,73407700.243368,5377068,2417689489.1107264,2.67,808413256.0,2.136,51216,1529369,172228
2019-01-03,76827579.26371199,5812178,2611360082.1492534,2.88,636865311.0,1.44,139962,1722218,171349
2019-01-04,65480375.327511,5643721,2439273778.216912,2.69,723318559.9999999,1.345,176049,1759066,172306
2019-01-05,62200575.343584,6766658,2464500590.874074,2.72,750751760.0,1.36,106455,1912442,172122
2019-01-06,66791218.35357001,7174024,2442844885.3125,2.7,867964715.0,1.35,55196,1913824,171879
2019-01-07,72826212.47904,7326329,2608266904.375451,2.88,747456993.0,1.44,102888,2023023,172579
2019-01-08,74346528.198182,6841122,2508133911.8178573,2.77,672422514.0,1.108,166229,2031445,172634
2019-01-09,89789422.12155999,5904370,2539700163.024055,2.8,734853519.0,1.1199999999999999,121509,1724665,172371
2019-01-10,123542850.77124901,5795140,2632984421.22541,2.91,1205353503.0,1.1640000000000001,162807,1643491,172361
2019-01-11,68521565.81230201,5691329,2199383306.107438,2.43,839425934.0000001,1.458,34913,1499429,171377
2019-01-12,47202133.114796,5710022,2190764036.0493827,2.42,676904281.9999999,1.936,51816,1367410,171768
2019-01-13,50762455.1532,5413232,2202338298.7035403,2.43,654710955.0,2.43,58266,1373228,172536
2019-01-14,58853421.212069996,5357905,2047341666.6854837,2.26,754055929.0,2.1921999999999997,173520,1467394,172642
2019-01-15,72888388.866864,5367273,2250837899.166667,2.48,742818854.0,1.488,167383,1368922,172631
2019-01-16,61430301.74856,5331811,2172750815.9999995,2.4,676246815.0,2.4,31452,1276621,172581
2019-01-17,55145439.803252,5866580,2207199874.984127,2.44,776197591.0,1.952,37639,1388855,172257
2019-01-18,48672915.484284,5816348,2283444430.105263,2.52,755857709.0,1.26,32135,1423864,172565
2019-01-19,51360806.547856,5587334,2235625261.1646585,2.47,738761772.0,1.235,33609,1319194,172684
2019-01-20,58976829.70063999,4690080,2244972150.649789,2.48,971352022.0,1.488,81571,1019831,172390
2019-01-21,56402252.527086,4953203,2150679955.9404254,2.37,681202740.9999999,0.9480000000000001,59496,1166741,172409
2019-01-22,60769606.168705,5019344,2127830100.2857141,2.35,737422547.0,1.175,87637,1234889,172683
2019-01-23,49925302.23786001,5631869,2220390603.7909837,2.45,630931520.0,1.225,122373,1560438,172656
2019-01-24,51969004.919276,5518372,2214176910.465306,2.44,662563042.0,2.44,54683,1510956,172514
2019-01-25,62127411.62225399,6015557,2233593783.5265303,2.46,630943289.0,1.968,89997,1590052,172556
2019-01-26,54010721.17273001,6027163,2216567391.8442626,2.45,610470886.0,2.45,31829,1581361,172556
2019-01-27,74377623.155661,6191112,2198901856.159664,2.43,780419369.0,1.9440000000000002,74213,1747994,171653
2019-01-28,71379621.46539,6335926,2157167459.6888885,2.38,860063876.0,1.331253,91347,1705142,172355
2019-01-29,59482220.0868,5917585,2035662047.3684213,2.25,807914540.0,0.9,54829,1531217,167198
2019-01-30,51075759.078693,6183930,2055427743.6153848,2.27,814229781.0,0.908,40783,1406573,172517
2019-01-31,59832602.744381994,6381739,2121171602.8189654,2.34,678924605.0,0.9359999999999999,39305,1467772,172407
2019-02-01,46123885.948432,5852090,2102656363.0427349,2.32,648027079.0000001,0.9279999999999999,36386,1461671,172143
2019-02-02,39727180.853099994,5970364,2121657049.7777774,2.34,613998325.0,0.9359999999999999,42937,1463477,172568
2019-02-03,49631807.916216,5363373,2198072645.2058825,2.43,567625069.0,1.215,41576,1208150,172658
2019-02-04,36442685.018782,5290232,2157179721.3166666,2.38,542186549.0,0.595,38766,998040,172567
2019-02-05,31198227.084239997,4838584,2173699901.924686,2.4,528454306.0,0.96,40784,844750,172586
2019-02-06,40240812.142119,4814211,2165449438.6085105,2.39,491346169.99999994,0.9560000000000001,38433,823470,172445
2019-02-07,28362530.070435002,5193626,2125592025.0,2.35,490454851.0,0.9400000000000001,39740,889476,172453
2019-02-08,52647910.08637,4802863,2130043637.3161764,2.35,1089618269.0,0.9400000000000001,37828,795927,172527
2019-02-09,45971296.208018996,4737997,2475803191.2086334,2.73,955886280.0000001,1.365,39495,780514,172326
2019-02-10,41681173.699851,4348230,2509371680.2288733,2.77,936574262.9999999,0.839864,35984,722799,172235
2019-02-11,52727889.1419,4392470,2581350849.6195655,2.85,835068729.9999999,0.5700000000000001,100423,910164,172579
2019-02-12,65951124.13162799,4643305,2499001311.98644,2.76,993123027.0,0.69,130625,966981,172667
2019-02-13,82598452.2117,5004493,2669923871.7708335,2.95,985005906.0,0.6549,132026,998761,172627
2019-02-14,64218599.308528006,5141376,2601818425.1054544,2.87,926826863.0,0.5740000000000001,139124,945008,172631
2019-02-15,50663092.817975,4878900,2493342919.375,2.75,844521264.0,0.825,76262,907643,172532
2019-02-16,42957303.6438,5484760,2535252608.7943263,2.8,750356324.0,1.4,37704,850068,172414
2019-02-17,48125610.15947999,4930371,2539428688.611111,2.8,893315803.0,1.1199999999999999,91587,814262,172488
2019-02-18,106567640.067456,4621318,2609456964.7953887,2.88,1867708700.0,1.222272,46286,705041,172534
2019-02-19,117888922.230651,5056315,3177474304.9159665,3.51,2028171138.0,1.053,43255,779654,172541
2019-02-20,133462762.96151,4775744,3217892143.303571,3.55,1914563883.0,0.71,99747,823841,172664
2019-02-21,100362691.50530101,4435891,3557716636.0393705,3.93,1392322652.0,1.2183,44412,663370,172663
2019-02-22,132335301.75191998,4665329,3444878785.604113,3.8,1413643823.0,1.1323999999999999,78776,838352,172683
2019-02-23,91436844.10003999,4621765,3514334351.3161592,3.88,1609352207.0,1.94,87727,842866,172672
2019-02-24,168884748.32901204,4088160,3879779095.598886,4.28,2406373954.0,4.28,75370,775247,172727
2019-02-25,108761813.768134,4557499,3244800226.2172704,3.58,1903389281.0,3.58,79815,859552,172754
2019-02-26,85152857.3784,4524386,3265661213.948127,3.6,1482508113.0,1.8,83475,820097,172663
2019-02-27,73962950.582316,4286548,3153982879.036827,3.48,1376946609.0,1.20756,81465,719897,172480
2019-02-28,75119341.601238,4286625,3207737515.0,3.54,1353651826.0,1.062,44622,644076,172590
